process,feature,unique_values,modal_value,modal_count,modal_share,zero_share,mean,standard_deviation,minimum,maximum,constant,near_constant_98_percent,dominant_value_80_percent,duplicate_of
WTi,Sensor_68,557,0.3341028008980798,745,0.4281609195402299,0.22816091954022988,0.26512098401651363,0.14494745036096468,0.0,0.5605502548401083,False,False,False,
WTi,Sensor_69,568,0.0,1142,0.6563218390804598,0.6563218390804598,0.018031086443450847,0.035428526455678414,0.0,0.5898969598662726,False,False,False,
WTi,Sensor_70,1652,0.0004817331910424,88,0.05057471264367816,0.0005747126436781609,0.007056833461038179,0.05677380425152563,0.0,0.8843217622935413,False,False,False,
WTi,Sensor_71,1653,0.0001322233775474,88,0.05057471264367816,0.0005747126436781609,0.013902365927527506,0.09406144606195886,0.0,0.8538013977796295,False,False,False,
WTi,Sensor_72,2,0.5808560085572284,1609,0.924712643678161,0.07528735632183908,0.5371248952692992,0.15326144213333262,0.0,0.5808560085572284,False,False,True,
WTi,Sensor_73,3,0.0,1332,0.7655172413793103,0.7655172413793103,0.19389432295771916,0.3667799741750197,0.0,0.975075496955004,False,False,False,
WTi,Sensor_74,368,0.2874808166184908,1065,0.6120689655172413,0.0005747126436781609,0.4319393008041541,0.238971834577399,0.0,0.927334964286388,False,False,False,
WTi,Sensor_75,547,0.0,1056,0.6068965517241379,0.6068965517241379,0.10675774009603724,0.1891388369477451,0.0,0.8501488290237372,False,False,False,
WTi,Sensor_76,2,0.5235354689595714,1007,0.578735632183908,0.42126436781609194,0.30298863059901626,0.2585018076103283,0.0,0.5235354689595714,False,False,False,
WTi,Sensor_77,7,0.2327378028654947,1123,0.6454022988505748,0.10574712643678161,0.19341313962270423,0.08941496800048467,0.0,0.6982134085964842,False,False,False,
WTi,Sensor_78,1651,0.425734024766984,88,0.05057471264367816,0.0005747126436781609,0.44360472625213765,0.17857968787315232,0.0,0.9420967892514466,False,False,False,
WTi,Sensor_79,1653,0.1625280328567162,88,0.05057471264367816,0.0005747126436781609,0.18553733832660116,0.10879531478385003,0.0,0.5628524052495036,False,False,False,
WTi,Sensor_80,257,0.3621286564169761,99,0.056896551724137934,0.0005747126436781609,0.3786359773484299,0.15489499494950654,0.0,0.8140874133880075,False,False,False,
WTi,Sensor_81,1740,0.293958036052131,1,0.0005747126436781609,0.0005747126436781609,0.4326003774501667,0.14638319747894338,0.0,0.931014279399691,False,False,False,
WTi,Sensor_82,329,0.0121611395355147,26,0.014942528735632184,0.0005747126436781609,0.049407485231771964,0.041999048991219964,0.0,0.6482833470094991,False,False,False,
WTi,Sensor_83,1740,0.0484325105777756,1,0.0005747126436781609,0.0005747126436781609,0.12528674780963697,0.10143427904113465,0.0,0.6226647748932428,False,False,False,
WTi,Sensor_84,1363,0.0781504893574499,154,0.08850574712643679,0.0005747126436781609,0.09546572718104716,0.11468199612059037,0.0,0.8605189279655577,False,False,False,
WTi,Sensor_85,98,0.0372162637945711,591,0.3396551724137931,0.0005747126436781609,0.3247739287139573,0.2717232026537596,0.0,0.7740982869270794,False,False,False,
WTi,Sensor_86,223,0.0002842013009767,106,0.06091954022988506,0.0005747126436781609,0.003013531943071303,0.022122073643832216,0.0,0.6125801152943109,False,False,False,
WTi,Sensor_87,487,0.0092842686330546,195,0.11206896551724138,0.0005747126436781609,0.011169465969734388,0.026800389304704846,0.0,0.7171617959704504,False,False,False,
WTi,Sensor_88,108,0.7295208973597912,259,0.14885057471264368,0.0005747126436781609,0.7299747673258062,0.021816302674726677,0.0,0.7542363620497887,False,False,False,
WTi,Sensor_89,247,0.5143944123163785,206,0.11839080459770115,0.0005747126436781609,0.4362409327753981,0.18170513329605797,0.0,0.8054742901246474,False,False,False,
WTi,Sensor_90,1223,0.0692208933630518,25,0.014367816091954023,0.0005747126436781609,0.09227959539773571,0.10982242163496958,0.0,0.760738741615745,False,False,False,
WTi,Sensor_91,1416,0.3661519998289828,56,0.03218390804597701,0.0005747126436781609,0.37006233813525374,0.06989472505778078,0.0,0.6893247645384746,False,False,False,
WTi,Sensor_92,169,0.0029708522919038,196,0.11264367816091954,0.0005747126436781609,0.004070692742422553,0.016696447423339266,0.0,0.5869933498736026,False,False,False,
WTi,Sensor_93,230,0.0205713087254969,113,0.06494252873563218,0.0005747126436781609,0.0531192734498185,0.14193293649213173,0.0,0.7093169368789569,False,False,False,
WTi,Sensor_94,1207,0.0786168302641208,37,0.021264367816091954,0.0005747126436781609,0.10485756341902576,0.12473401537304095,0.0,0.8640002406682187,False,False,False,
WTi,Sensor_95,203,0.000322171728449,95,0.05459770114942529,0.0005747126436781609,0.0011514940354458852,0.022468034741719507,0.0,0.9295871692156852,False,False,False,
WTi,Sensor_96,94,0.0363457902488107,538,0.30919540229885056,0.0005747126436781609,0.03838332040520953,0.03271652103852584,0.0,0.7595564418501466,False,False,False,
WTi,Sensor_97,144,0.0385232044552713,477,0.27413793103448275,0.0005747126436781609,0.04007842405560437,0.02783130237342996,0.0,0.8225972879490868,False,False,False,
WTi,Sensor_98,1728,0.690880560297549,5,0.0028735632183908046,0.0005747126436781609,0.35469940418044993,0.25391072727116637,0.0,0.8569234580763417,False,False,False,
WTi,Sensor_99,1732,1.1239146848715881e-13,3,0.0017241379310344827,0.0005747126436781609,0.003638348620836552,0.02155525350740254,0.0,0.7704124547749218,False,False,False,
WTi,Sensor_100,284,0.0,1451,0.8339080459770115,0.8339080459770115,0.0019643949284842443,0.026183917918442337,0.0,0.6618425065263817,False,False,True,
WTi,Sensor_101,395,0.0405400317665041,1346,0.7735632183908046,0.0005747126436781609,0.04550457271963598,0.037115483981378296,0.0,0.7257791803920841,False,False,False,
WTi,Sensor_102,1510,0.1903871077290874,88,0.05057471264367816,0.0005747126436781609,0.19982458819437274,0.1000387765682335,0.0,0.5450229200321235,False,False,False,
WTi,Sensor_103,74,0.0492239986411825,522,0.3,0.0028735632183908046,0.06248618861991028,0.06463140501890237,0.0,0.9303335743183496,False,False,False,
WTi,Sensor_104,1652,0.0361699821258577,88,0.05057471264367816,0.0005747126436781609,0.047396400264946716,0.05123785560769741,0.0,0.5885143565279951,False,False,False,
WTi,Sensor_105,1588,0.3980458263322767,104,0.059770114942528735,0.0017241379310344827,0.3628131697277456,0.11949011909519387,0.0,0.5101864188674972,False,False,False,
WTi,Sensor_106,1609,0.4760400406650995,84,0.04827586206896552,0.0011494252873563218,0.42806928971587027,0.15150201487736165,0.0,0.6114188013362885,False,False,False,
WTi,Sensor_107,1667,0.190518105337611,62,0.035632183908045977,0.007471264367816092,0.18594526389958982,0.07739449704240167,0.0,0.9270268217359684,False,False,False,
WTi,Sensor_108,1468,0.583614964343927,134,0.07701149425287357,0.07528735632183908,0.5450646901556844,0.1585496332408854,0.0,0.7029687714583251,False,False,False,
