metric,normal_observations,alarm_observations,mean_difference_alarm_minus_normal,group_bootstrap_95_percent_lower,group_bootstrap_95_percent_upper,median_difference_alarm_minus_normal,bootstrap_samples_used
released_mean_index,959,11,-0.006099445573324869,-0.013547682653802776,0.0007147157314850291,-0.004816125466409749,2000
reference_profile_shape_deviation,959,11,0.0027011319162275043,-0.0011086493457120687,0.006426523146729154,0.0022419007310620995,2000
